# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
sv2	ENSCHAG00000017710	ENSCHAT00000040983	protein_coding	0	0	0	8	0	0	0	7	0	0	0	0	0	0	1
sv2	ENSCHAG00000017710	ENSCHAT00000041059	protein_coding	0	0	0	8	0	0	0	7	0	0	0	0	0	0	1
sv2	ENSCHAG00000017710	ENSCHAT00000041121	protein_coding	0	0	0	8	0	0	0	7	0	0	0	0	0	0	1
sybl1	ENSCHAG00000010223	ENSCHAT00000022092	protein_coding	0	0	0	6	0	0	0	1	2	0	0	0	0	0	3
sybl1	ENSCHAG00000010223	ENSCHAT00000022103	protein_coding	0	0	0	6	0	0	0	1	2	0	0	0	0	0	3
syt1b	ENSCHAG00000020773	ENSCHAT00000048426	protein_coding	0	0	0	6	0	0	0	1	2	0	0	0	0	0	3
tbcc	ENSCHAG00000021149	ENSCHAT00000049222	protein_coding	0	0	0	9	0	0	0	6	0	0	0	0	0	0	3
tbxtb	ENSCHAG00000018910	ENSCHAT00000043802	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
tfb2m	ENSCHAG00000017853	ENSCHAT00000041165	protein_coding	0	0	0	12	0	0	0	4	1	0	0	0	0	0	7
tfb2m	ENSCHAG00000017853	ENSCHAT00000041176	protein_coding	0	0	0	12	0	0	0	4	1	0	0	0	0	0	7
tfg	ENSCHAG00000007226	ENSCHAT00000014545	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
tfg	ENSCHAG00000007226	ENSCHAT00000014562	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
thrap3b	ENSCHAG00000001178	ENSCHAT00000001911	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
tmem163b	ENSCHAG00000002437	ENSCHAT00000004352	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
tmem170b	ENSCHAG00000001423	ENSCHAT00000002246	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	2
tmem170b	ENSCHAG00000001423	ENSCHAT00000002272	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
tmem41b	ENSCHAG00000011115	ENSCHAT00000024300	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
tmem41b	ENSCHAG00000011115	ENSCHAT00000024335	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
tmem41b	ENSCHAG00000013690	ENSCHAT00000030835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
tnni1c	ENSCHAG00000020481	ENSCHAT00000047679	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
tnni1c	ENSCHAG00000020481	ENSCHAT00000047686	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
tnni1c	ENSCHAG00000020481	ENSCHAT00000047702	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
top2b	ENSCHAG00000005470	ENSCHAT00000022012	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
top2b	ENSCHAG00000005470	ENSCHAT00000022251	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
top2b	ENSCHAG00000005470	ENSCHAT00000022472	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
top2b	ENSCHAG00000005470	ENSCHAT00000022597	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
top2b	ENSCHAG00000005470	ENSCHAT00000022748	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
top2b	ENSCHAG00000005470	ENSCHAT00000022913	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
tra2a	ENSCHAG00000012717	ENSCHAT00000028746	protein_coding	0	0	0	8	0	0	0	1	4	0	0	0	0	0	3
tra2a	ENSCHAG00000012717	ENSCHAT00000028785	protein_coding	0	0	0	8	0	0	0	1	2	0	0	0	0	0	5
trappc2l	ENSCHAG00000022318	ENSCHAT00000052402	protein_coding	0	1	0	6	0	0	0	0	6	0	0	1	0	0	1
trappc2l	ENSCHAG00000022318	ENSCHAT00000052426	protein_coding	0	1	0	6	0	0	0	0	6	0	0	1	0	0	1
trappc2l	ENSCHAG00000022318	ENSCHAT00000052439	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	2
trpm1b	ENSCHAG00000010296	ENSCHAT00000027087	protein_coding	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0
trpm1b	ENSCHAG00000010296	ENSCHAT00000027549	protein_coding	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0
trpm1b	ENSCHAG00000010296	ENSCHAT00000027927	protein_coding	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0
trpm1b	ENSCHAG00000010296	ENSCHAT00000027950	protein_coding	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0
trpm1b	ENSCHAG00000010296	ENSCHAT00000029261	protein_coding	0	1	0	3	0	0	0	0	3	0	0	1	0	0	1
trpm1b	ENSCHAG00000010296	ENSCHAT00000029331	protein_coding	0	1	0	3	0	0	0	0	3	0	0	1	0	0	1
trpm1b	ENSCHAG00000010296	ENSCHAT00000029367	protein_coding	0	1	0	3	0	0	0	0	3	0	0	1	0	0	1
trpm1b	ENSCHAG00000010296	ENSCHAT00000029844	protein_coding	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0
trpm1b	ENSCHAG00000010296	ENSCHAT00000029923	protein_coding	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0
trpm1b	ENSCHAG00000010296	ENSCHAT00000029943	protein_coding	0	1	0	2	0	0	0	0	3	0	0	1	0	0	0
tsg101a	ENSCHAG00000017309	ENSCHAT00000039871	protein_coding	0	1	0	5	0	0	0	1	1	0	0	0	0	1	3
tsg101a	ENSCHAG00000017309	ENSCHAT00000039891	protein_coding	0	1	0	5	0	0	0	1	1	0	0	0	0	1	3
tsg101a	ENSCHAG00000017309	ENSCHAT00000039918	protein_coding	0	1	0	5	0	0	0	1	1	0	0	0	0	1	3
uggt1	ENSCHAG00000024188	ENSCHAT00000061437	protein_coding	0	2	0	8	0	0	0	2	5	0	0	0	0	2	1
uggt1	ENSCHAG00000024188	ENSCHAT00000061584	protein_coding	0	2	0	8	0	0	0	2	5	0	0	0	0	2	1
uggt1	ENSCHAG00000024188	ENSCHAT00000061593	protein_coding	0	2	0	8	0	0	0	2	5	0	0	0	0	2	1
uggt1	ENSCHAG00000024188	ENSCHAT00000061751	protein_coding	0	2	0	7	0	0	0	2	5	0	0	0	0	2	0
uggt1	ENSCHAG00000024188	ENSCHAT00000061776	protein_coding	0	2	0	7	0	0	0	2	5	0	0	0	0	2	0
uggt1	ENSCHAG00000024188	ENSCHAT00000061845	protein_coding	0	2	0	7	0	0	0	2	5	0	0	0	0	2	0
uggt1	ENSCHAG00000024188	ENSCHAT00000061873	protein_coding	0	2	0	7	0	0	0	2	5	0	0	0	0	2	0
uggt1	ENSCHAG00000024188	ENSCHAT00000061898	protein_coding	0	2	0	7	0	0	0	2	5	0	0	0	0	2	0
uggt1	ENSCHAG00000024188	ENSCHAT00000062002	protein_coding	0	3	0	6	0	0	0	2	4	0	0	0	0	3	0
uggt1	ENSCHAG00000024188	ENSCHAT00000062056	protein_coding	0	2	0	7	0	0	0	2	5	0	0	0	0	2	0
vsx2	ENSCHAG00000018950	ENSCHAT00000043791	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
wdpcp	ENSCHAG00000001434	ENSCHAT00000002625	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0
wdpcp	ENSCHAG00000001434	ENSCHAT00000002789	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0
wdpcp	ENSCHAG00000001434	ENSCHAT00000002828	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0
wdpcp	ENSCHAG00000001434	ENSCHAT00000002897	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
wdpcp	ENSCHAG00000001434	ENSCHAT00000002936	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
wnk1b	ENSCHAG00000025749	ENSCHAT00000061396	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
wnk1b	ENSCHAG00000025749	ENSCHAT00000061410	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
wnt5b	ENSCHAG00000026035	ENSCHAT00000062149	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
wnt5b	ENSCHAG00000026035	ENSCHAT00000062157	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
wnt5b	ENSCHAG00000026035	ENSCHAT00000062171	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
xpnpep3	ENSCHAG00000015345	ENSCHAT00000035350	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
xpnpep3	ENSCHAG00000015345	ENSCHAT00000035385	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
xpnpep3	ENSCHAG00000015345	ENSCHAT00000035454	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
xpnpep3	ENSCHAG00000015345	ENSCHAT00000035497	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
zbtb46	ENSCHAG00000002017	ENSCHAT00000003489	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
zbtb8os	ENSCHAG00000017956	ENSCHAT00000041420	protein_coding	0	0	0	18	0	0	0	11	5	0	0	0	0	0	2
zc3h6	ENSCHAG00000019364	ENSCHAT00000045052	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
zc3h6	ENSCHAG00000019364	ENSCHAT00000045061	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
zdhhc15b	ENSCHAG00000001016	ENSCHAT00000001873	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
zdhhc15b	ENSCHAG00000001016	ENSCHAT00000001903	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
zdhhc15b	ENSCHAG00000001016	ENSCHAT00000001916	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
zdhhc15b	ENSCHAG00000001016	ENSCHAT00000001977	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
zdhhc15b	ENSCHAG00000001016	ENSCHAT00000002003	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
zdhhc15b	ENSCHAG00000001016	ENSCHAT00000002029	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
zdhhc15b	ENSCHAG00000001016	ENSCHAT00000002048	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
zgc:123278	ENSCHAG00000017411	ENSCHAT00000039974	protein_coding	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0
zranb3	ENSCHAG00000002722	ENSCHAT00000006259	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
zranb3	ENSCHAG00000002722	ENSCHAT00000006481	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	1
zranb3	ENSCHAG00000002722	ENSCHAT00000006686	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	1
zranb3	ENSCHAG00000002722	ENSCHAT00000006841	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	1
zranb3	ENSCHAG00000002722	ENSCHAT00000007022	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0
zranb3	ENSCHAG00000002722	ENSCHAT00000007280	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	1
zranb3	ENSCHAG00000002722	ENSCHAT00000007327	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	1
